atp6-m1	68
atp6-m2	102
atp6-m3	4
atp6-m4	88
atp6-m5	78
atp6-m6	93
atp6-m7	86
atp6-m8	60
cob-m1	71
cob-m2	120
cob-m3	67
cob-m4	74
cob-m4	74
cob-m6	65
cob-m7	136
cob-m8	54
cob-m9	215
cob-m10	60
cob-m10	60
cob-m12	58
cox1-m1	74
cox1-m2	71
cox1-m3	41
cox1-m4	97
cox1-m5	28
cox1-m6	5
cox1-m7	53
cox1-m8	85
cox1-m9	59
cox1-m10	55
cox1-m11	98
cox1-m12	28
cox1-m13	95
cox1-m14	62
cox1-m15	10
cox1-m16	72
cox1-m17	35
cox1-m18	39
cox1-m19	129
cox1-m20	89
cox1-m21	101
cox1-m10	55
cox1-m23	104
cox1-m24	81
cox2-m1	83
cox2-m2	84
cox2-m3	67
cox2-m4	71
cox2-m1	83
cox2-m6	47
cox2-m7	29
cox2-m8	110
cox3-m1	99
cox3-m2	56
cox3-m3	73
cox3-m4	108
cox3-m5	81
cox3-m6	19
cox3-m7	96
cox3-m8	60
cox3-m9	145
cox3-m10	82
nad1-m1	113
nad1-m2	68
nad1-m3	102
nad1-m4	91
nad1-m2	68
nad1-m6	110
nad1-m7	94
nad1-m8	136
nad1-m9	58
nad4-m1	78
nad4-m2	53
nad4-m3	108
nad4-m4	65
nad4-m5	36
nad4-m6	42
nad4-m7	80
nad4-m8	40
nad4-m9	13
nad4-m10	85
nad4-m11	22
nad4-m12	22
nad4-m13	63
nad4-m14	67
nad4-m15	66
nad4-m16	116
nad4-m17	47
nad4-m18	43
nad4-m19	79
nad4-m20	83
nad5-m1	79
nad5-m2	104
nad5-m3	92
nad5-m4	48
nad5-m5	80
nad5-m6	76
nad5-m7	72
nad5-m8	182
nad5-m9	125
nad5-m10	39
nad5-m11	78
nad5-m12	103
nad5-m13	88
nad5-m14	75
nad5-m15	11
nad5-m16	82
nad5-m17	82
nad5-m18	62
nad5-m19	54
nad5-m20	61
nad7-m1	88
nad7-m2	76
nad7-m3	75
nad7-m4	87
nad7-m5	45
nad7-m6	32
nad7-m7	35
nad7-m8	91
nad7-m9	89
nad7-m10	66
nad7-m11	69
nad7-m12	52
nad7-m13	48
nad7-m14	32
nad7-m15	70
nad7-m16	49
nad7-m17	32
nad7-m18	77
nad8-m1	76
nad8-m2	71
nad8-m3	59
nad8-m4	93
nad8-m4	93
rnl-m1	375
rnl-m2	195
rnl-m3	156
rnl-m4	164
rns-m1	295
rns-m2	84
rns-m3	46
y1-m1	56
y1-m2	73
y1-m3	30
y1-m4	80
y1-m5	45
y1-m6	48
y2-m1	83
y2-m2	105
y2-m3	55
y2-m4	90
y2-m5	86
y2-m6	63
y3-m1	45
y3-m2	99
y3-m3	113
y3-m4	80
y3-m5	63
y3-m6	55
y3-m7	139
y3-m8	130
y3-m9	43
y3-m10	82
y6-m1	79
y6-m2	108
y6-m3	44
y8-m1	43
y8-m2	5
y8-m3	78
y8-m4	101
