atp6-m1	175
atp6-m2	271
atp6-m3	143
cob-m1	201
cob-m2	155
cob-m3	139
cob-m4	198
cob-m5	281
cob-m6	125
cox1-m1	192
cox1-m2	124
cox1-m3	264
cox1-m4	223
cox1-m5	179
cox1-m6	171
cox1-m7	90
cox1-m8	110
cox1-m9	245
cox2-m1	236
cox2-m2	158
cox2-m3	77
cox2-m4	124
cox3-m1	341
cox3-m2	267
cox3-m3	232
nad1-m1	190
nad1-m2	114
nad1-m3	169
nad1-m4	234
nad1-m5	204
nad2-m1	188
nad2-m2	109
nad2-m3	143
nad2-m4	356
nad2-m5	124
nad3-m1	241
nad3-m2	95
nad4-m1	252
nad4-m2	227
nad4-m3	176
nad4-m4	134
nad4-m5	74
nad4-m6	166
nad4-m7	120
nad4-m8	176
nad4L-m1	192
nad4L-m2	45
nad5-m1	285
nad5-m10	119
nad5-m11	119
nad5-m2	221
nad5-m3	58
nad5-m4	187
nad5-m5	137
nad5-m6	122
nad5-m7	189
nad5-m8	86
nad5-m9	182
nad6-m1	183
nad6-m2	112
nad6-m3	57
nad7-m1	176
nad7-m2	75
nad7-m3	133
nad7-m4	64
nad7-m5	193
nad7-m6	67
nad7-m7	172
nad7-m8	177
nad7-m9	78
nad8-m1	148
nad8-m2	155
nad8-m3	75
nad9-m1	238
nad9-m2	97
nad9-m3	94
nad9-m4	65
rnl-m1	539
rnl-m2	351
rns-m1	366
