atp6-m1	81
atp6-m2	105
atp6-m3	83
atp6-m4	77
atp6-m5	97
atp6-m1	81
atp6-m7	62
cob-m1	75
cob-m2	122
cob-m3	67
cob-m4	40
cob-m5	44
cob-m6	68
cob-m7	64
cob-m8	143
cob-m9	58
cob-m10	215
cob-m11	60
cob-m12	63
cob-m13	64
cox1-m1	74
cox1-m2	73
cox1-m3	42
cox1-m4	97
cox1-m5	27
cox1-m6	57
cox1-m7	82
cox1-m8	68
cox1-m9	59
cox1-m10	98
cox1-m11	30
cox1-m12	96
cox1-m13	64
cox1-m14	10
cox1-m15	70
cox1-m16	37
cox1-m17	40
cox1-m18	130
cox1-m19	87
cox1-m20	101
cox1-m21	46
cox1-m20	101
cox1-m23	81
cox2-m1	86
cox2-m2	87
cox2-m3	67
cox2-m4	76
cox2-m5	82
cox2-m6	50
cox2-m7	28
cox2-m8	113
cox3-m1	101
cox3-m2	56
cox3-m3	74
cox3-m4	111
cox3-m5	83
cox3-m6	19
cox3-m7	97
cox3-m8	61
cox3-m9	3
cox3-m10	148
cox3-m11	85
nad1-m1	113
nad1-m2	77
nad1-m3	105
nad1-m4	97
nad1-m5	61
nad1-m6	132
nad1-m7	102
nad1-m8	140
nad1-m9	47
nad4-m1	85
nad4-m2	52
nad4-m3	108
nad4-m4	66
nad4-m5	33
nad4-m6	46
nad4-m7	81
nad4-m8	37
nad4-m9	124
nad4-m10	53
nad4-m11	67
nad4-m12	71
nad4-m13	125
nad4-m14	43
nad4-m15	38
nad4-m16	81
nad4-m17	74
nad4-m18	96
nad5-m1	85
nad5-m2	114
nad5-m3	92
nad5-m4	48
nad5-m5	81
nad5-m6	90
nad5-m7	67
nad5-m8	144
nad5-m9	43
nad5-m10	125
nad5-m11	37
nad5-m12	85
nad5-m13	113
nad5-m14	90
nad5-m15	86
nad5-m16	90
nad5-m17	85
nad5-m18	54
nad5-m19	57
nad5-m20	45
nad7-m1	103
nad7-m2	75
nad7-m3	76
nad7-m4	88
nad7-m5	48
nad7-m6	31
nad7-m7	36
nad7-m8	98
nad7-m9	97
nad7-m10	66
nad7-m11	69
nad7-m12	51
nad7-m13	40
nad7-m14	32
nad7-m15	70
nad7-m16	49
nad7-m17	32
nad7-m18	87
nad8-m1	81
nad8-m2	74
nad8-m3	60
nad8-m4	94
nad8-m5	101
rnl-m1	397
rnl-m2	185
rnl-m3	153
rnl-m4	161
rns-m1	298
rns-m2	80
rns-m3	41
y1-m1	58
y1-m2	73
y1-m3	30
y1-m4	71
y1-m5	9
y1-m6	61
y1-m7	44
y2-m1	88
y2-m2	96
y2-m3	59
y2-m4	104
y2-m5	88
y2-m6	67
y3-m1	65
y3-m2	116
y3-m3	113
y3-m4	71
y3-m5	61
y3-m6	59
y3-m7	154
y3-m8	140
y3-m9	45
y3-m10	83
y6-m1	79
y6-m2	107
y6-m3	43
