atp6-m1	162
atp6-m2	269
atp6-m3	145
cob-m1	193
cob-m2	154
cob-m3	141
cob-m4	200
cob-m5	260
cob-m6	122
cox1-m1	190
cox1-m2	124
cox1-m3	263
cox1-m4	220
cox1-m5	180
cox1-m6	170
cox1-m7	91
cox1-m8	110
cox1-m9	243
cox2-m1	237
cox2-m2	158
cox2-m3	77
cox2-m4	125
cox3-m1	350
cox3-m2	267
cox3-m3	230
nad1-m1	189
nad1-m2	111
nad1-m3	166
nad1-m4	236
nad1-m5	205
nad2-m1	189
nad2-m2	113
nad2-m3	143
nad2-m4	370
nad2-m5	137
nad3-m1	241
nad3-m2	66
nad4-m1	252
nad4-m2	227
nad4-m3	168
nad4-m4	136
nad4-m5	76
nad4-m6	165
nad4-m7	120
nad4-m8	150
nad4L-m1	192
nad4L-m2	43
nad5-m1	319
nad5-m10	119
nad5-m11	83
nad5-m2	218
nad5-m3	57
nad5-m4	183
nad5-m5	137
nad5-m6	122
nad5-m7	186
nad5-m8	89
nad5-m9	182
nad6-m1	177
nad6-m2	109
nad6-m3	56
nad7-m1	184
nad7-m2	77
nad7-m3	134
nad7-m4	64
nad7-m5	190
nad7-m6	67
nad7-m7	166
nad7-m8	184
nad7-m9	79
nad8-m1	144
nad8-m2	153
nad8-m3	87
nad9-m1	239
nad9-m2	101
nad9-m3	97
nad9-m4	58
rnl-m1	621
rnl-m2	346
rns-m1	357
y4-m2	257
